-4000	163
-3990	185
-3980	182
-3970	179
-3960	177
-3950	175
-3940	175
-3930	171
-3920	167
-3910	163
-3900	161
-3890	159
-3880	161
-3870	165
-3860	169
-3850	173
-3840	177
-3830	179
-3820	179
-3810	178
-3800	177
-3790	175
-3780	174
-3770	174
-3760	174
-3750	174
-3740	173
-3730	169
-3720	165
-3710	159
-3700	156
-3690	155
-3680	156
-3670	161
-3660	169
-3650	179
-3640	187
-3630	195
-3620	199
-3610	202
-3600	202
-3590	199
-3580	195
-3570	191
-3560	185
-3550	179
-3540	173
-3530	167
-3520	164
-3510	163
-3500	165
-3490	167
-3480	171
-3470	179
-3460	185
-3450	188
-3440	189
-3430	187
-3420	183
-3410	178
-3400	171
-3390	166
-3380	161
-3370	159
-3360	159
-3350	163
-3340	166
-3330	169
-3320	172
-3310	175
-3300	177
-3290	180
-3280	183
-3270	187
-3260	188
-3250	191
-3240	191
-3230	189
-3220	185
-3210	179
-3200	173
-3190	167
-3180	163
-3170	161
-3160	163
-3150	167
-3140	173
-3130	179
-3120	186
-3110	191
-3100	197
-3090	191
-3080	195
-3070	196
-3060	194
-3050	188
-3040	181
-3030	173
-3020	165
-3010	153
-3000	147
-2990	154
-2980	157
-2970	165
-2960	171
-2950	177
-2940	179
-2930	180
-2920	179
-2910	179
-2900	180
-2890	181
-2880	183
-2870	183
-2860	181
-2850	177
-2840	171
-2830	166
-2820	161
-2810	159
-2800	161
-2790	169
-2780	179
-2770	191
-2760	204
-2750	214
-2740	221
-2730	227
-2720	228
-2710	227
-2700	223
-2690	220
-2680	213
-2670	204
-2660	194
-2650	183
-2640	175
-2630	169
-2620	167
-2610	169
-2600	174
-2590	181
-2580	187
-2570	191
-2560	191
-2550	191
-2540	189
-2530	185
-2520	181
-2510	179
-2500	177
-2490	175
-2480	173
-2470	166
-2460	156
-2450	147
-2440	146
-2430	151
-2420	163
-2410	175
-2400	190
-2390	202
-2380	211
-2370	215
-2360	218
-2350	221
-2340	222
-2330	222
-2320	215
-2310	207
-2300	198
-2290	189
-2280	183
-2270	183
-2260	188
-2250	196
-2240	206
-2230	217
-2220	226
-2210	233
-2200	237
-2190	235
-2180	229
-2170	221
-2160	210
-2150	199
-2140	189
-2130	182
-2120	177
-2110	174
-2100	171
-2090	168
-2080	165
-2070	162
-2060	162
-2050	166
-2040	175
-2030	186
-2020	199
-2010	211
-2000	220
-1990	223
-1980	223
-1970	214
-1960	203
-1950	189
-1940	173
-1930	161
-1920	159
-1910	167
-1900	189
-1890	213
-1880	237
-1870	259
-1860	275
-1850	287
-1840	295
-1830	298
-1820	295
-1810	285
-1800	270
-1790	251
-1780	231
-1770	213
-1760	202
-1750	201
-1740	203
-1730	205
-1720	206
-1710	204
-1700	199
-1690	191
-1680	182
-1670	175
-1660	172
-1650	175
-1640	183
-1630	191
-1620	200
-1610	206
-1600	207
-1590	203
-1580	197
-1570	190
-1560	187
-1550	194
-1540	211
-1530	235
-1520	265
-1510	293
-1500	317
-1490	335
-1480	350
-1470	357
-1460	358
-1450	351
-1440	340
-1430	318
-1420	291
-1410	255
-1400	223
-1390	201
-1380	199
-1370	221
-1360	251
-1350	280
-1340	302
-1330	317
-1320	325
-1310	319
-1300	316
-1290	309
-1280	295
-1270	279
-1260	263
-1250	247
-1240	233
-1230	221
-1220	210
-1210	204
-1200	205
-1190	213
-1180	231
-1170	255
-1160	285
-1150	313
-1140	338
-1130	359
-1120	375
-1110	383
-1100	389
-1090	383
-1080	372
-1070	351
-1060	325
-1050	289
-1040	253
-1030	237
-1020	255
-1010	301
-1000	351
-990	394
-980	427
-970	452
-960	467
-950	475
-940	476
-930	469
-920	455
-910	433
-900	405
-890	369
-880	330
-870	293
-860	269
-850	263
-840	276
-830	297
-820	318
-810	337
-800	353
-790	365
-780	375
-770	381
-760	387
-750	389
-740	387
-730	381
-720	370
-710	351
-700	327
-690	297
-680	273
-670	271
-660	303
-650	353
-640	407
-630	453
-620	491
-610	522
-600	545
-590	559
-580	565
-570	565
-560	555
-550	536
-540	507
-530	465
-520	406
-510	332
-500	274
-490	301
-480	383
-470	457
-460	511
-450	554
-440	585
-430	606
-420	619
-410	625
-400	623
-390	616
-380	601
-370	575
-360	541
-350	491
-340	423
-330	335
-320	267
-310	321
-300	423
-290	503
-280	563
-270	607
-260	639
-250	663
-240	679
-230	685
-220	685
-210	677
-200	661
-190	634
-180	591
-170	533
-160	445
-150	330
-140	295
-130	417
-120	525
-110	598
-100	648
-90	684
-80	709
-70	723
-60	730
-50	729
-40	719
-30	703
-20	677
-10	639
0	586
10	514
20	413
30	299
40	321
50	435
60	521
70	580
80	621
90	649
100	666
110	674
120	674
130	666
140	651
150	629
160	598
170	555
180	498
190	421
200	324
210	243
220	283
230	381
240	457
250	507
260	543
270	570
280	587
290	595
300	595
310	589
320	575
330	553
340	519
350	477
360	422
370	350
380	271
390	243
400	303
410	379
420	439
430	482
440	511
450	534
460	546
470	549
480	545
490	534
500	517
510	490
520	453
530	411
540	361
550	309
560	259
570	233
580	243
590	278
600	311
610	337
620	358
630	375
640	383
650	387
660	385
670	382
680	372
690	355
700	329
710	299
720	265
730	231
740	213
750	229
760	276
770	327
780	369
790	405
800	434
810	454
820	465
830	468
840	466
850	457
860	438
870	409
880	370
890	325
900	271
910	223
920	202
930	231
940	278
950	318
960	345
970	365
980	377
990	380
1000	372
1010	361
1020	343
1030	317
1040	287
1050	259
1060	231
1070	215
1080	203
1090	193
1100	189
1110	191
1120	197
1130	205
1140	217
1150	237
1160	262
1170	279
1180	295
1190	307
1200	311
1210	313
1220	306
1230	292
1240	270
1250	239
1260	207
1270	179
1280	179
1290	204
1300	241
1310	276
1320	309
1330	333
1340	349
1350	356
1360	357
1370	349
1380	334
1390	313
1400	287
1410	255
1420	219
1430	187
1440	167
1450	154
1460	150
1470	159
1480	169
1490	175
1500	173
1510	169
1520	167
1530	163
1540	159
1550	157
1560	163
1570	169
1580	169
1590	165
1600	161
1610	159
1620	150
1630	141
1640	143
1650	159
1660	183
1670	206
1680	229
1690	253
1700	273
1710	283
1720	286
1730	284
1740	275
1750	262
1760	243
1770	221
1780	196
1790	172
1800	150
1810	141
1820	151
1830	171
1840	187
1850	197
1860	207
1870	214
1880	213
1890	203
1900	191
1910	183
1920	173
1930	159
1940	149
1950	150
1960	151
1970	150
1980	147
1990	149
2000	153
2010	154
2020	153
2030	159
2040	169
2050	177
2060	183
2070	187
2080	197
2090	201
2100	199
2110	191
2120	187
2130	183
2140	171
2150	165
2160	165
2170	165
2180	166
2190	173
2200	187
2210	198
2220	203
2230	204
2240	207
2250	207
2260	200
2270	187
2280	179
2290	171
2300	162
2310	151
2320	147
2330	148
2340	151
2350	149
2360	150
2370	155
2380	159
2390	154
2400	157
2410	162
2420	163
2430	161
2440	164
2450	169
2460	170
2470	165
2480	161
2490	159
2500	155
2510	146
2520	141
2530	145
2540	155
2550	163
2560	172
2570	185
2580	199
2590	210
2600	217
2610	219
2620	217
2630	209
2640	197
2650	183
2660	169
2670	157
2680	148
2690	143
2700	143
2710	147
2720	152
2730	159
2740	165
2750	167
2760	169
2770	169
2780	169
2790	167
2800	165
2810	159
2820	155
2830	148
2840	142
2850	137
2860	133
2870	133
2880	135
2890	141
2900	149
2910	157
2920	165
2930	172
2940	178
2950	183
2960	185
2970	185
2980	183
2990	181
3000	175
3010	169
3020	159
3030	151
3040	142
3050	139
3060	138
3070	142
3080	149
3090	159
3100	169
3110	175
3120	179
3130	179
3140	177
3150	173
3160	167
3170	163
3180	155
